battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,screen_size,camera_quality,processor_power,memory_weight_ratio,network_type
1345,1,3.0,0,7,1,38,0.1,162,3,11,512,1465,1322,9,2,15,1,0,0,1,9.219544457292887,5250560,9.0,0.2345679012345679,2
904,0,1.6,1,5,1,14,0.2,102,8,9,56,760,1846,7,0,3,1,0,1,1,7.0,212800,12.8,0.13725490196078433,4
1239,0,1.2,1,5,1,52,0.9,122,2,10,590,661,417,8,0,6,1,0,1,0,8.0,1949950,2.4,0.4262295081967213,4
1330,0,0.9,0,6,1,52,0.8,84,4,12,462,1304,3269,19,6,8,1,1,0,3,19.924858845171276,3614688,3.6,0.6190476190476191,2
516,1,0.7,1,1,0,30,0.9,138,1,12,126,698,3731,17,13,15,0,0,0,2,21.400934559032695,87948,0.7,0.21739130434782608,0
672,1,0.5,1,0,0,54,0.9,95,4,11,578,1143,667,17,8,14,0,0,0,0,18.788294228055936,0,2.0,0.5684210526315789,0
892,1,0.5,0,0,1,47,0.4,94,1,18,655,1782,1241,12,3,9,1,0,1,1,12.36931687685298,0,0.5,0.5,4
1778,0,0.5,0,0,1,23,0.5,101,6,11,1028,1445,3941,19,6,13,1,0,0,3,19.924858845171276,0,3.0,0.22772277227722773,2
1130,1,2.5,0,4,1,58,0.1,132,5,14,88,1261,1018,17,1,16,1,0,0,0,17.029386365926403,443872,12.5,0.4393939393939394,2
1359,0,0.6,0,4,0,59,0.3,86,2,6,1692,1902,3142,19,3,17,0,1,1,3,19.235384061671343,12872736,1.2,0.686046511627907,2
1866,1,2.5,1,3,1,47,0.8,89,5,9,358,1782,1444,7,4,20,1,0,0,1,8.06225774829855,1913868,12.5,0.5280898876404494,2
1597,0,2.3,0,11,0,34,0.4,89,1,14,64,1667,934,16,10,9,0,1,0,0,18.867962264113206,1173568,2.3,0.38202247191011235,0
1046,1,2.8,1,0,1,58,0.2,100,8,0,259,1040,3863,17,12,9,1,1,1,3,20.808652046684813,0,22.4,0.58,4
1035,0,0.6,1,2,1,44,0.5,99,3,3,236,1960,3506,14,5,12,1,1,0,3,14.866068747318506,925120,1.7999999999999998,0.4444444444444444,2
1175,1,1.3,0,2,0,19,0.3,164,7,9,873,1394,1944,9,4,9,1,1,0,1,9.848857801796104,2433924,9.1,0.11585365853658537,1
1261,1,0.5,1,0,1,11,0.2,90,4,0,858,1591,348,14,9,14,1,0,1,0,16.64331697709324,0,2.0,0.12222222222222222,4
1068,0,0.7,1,9,0,51,0.5,124,4,15,1405,1910,550,12,8,6,1,1,0,0,14.422205101855956,24151950,2.8,0.4112903225806452,1
1713,0,3.0,1,5,1,20,0.9,104,7,17,237,890,971,11,10,10,1,0,0,0,14.866068747318506,1054650,21.0,0.19230769230769232,2
1688,0,2.5,0,0,1,21,0.2,170,7,0,650,864,3984,17,14,8,1,1,1,3,22.02271554554524,0,17.5,0.12352941176470589,4
1413,1,0.5,1,4,1,45,0.4,104,5,6,1949,1994,2973,17,8,15,1,0,1,3,18.788294228055936,15545224,2.5,0.4326923076923077,4
559,1,0.5,0,10,0,11,0.4,82,5,14,541,823,2019,10,4,16,1,1,1,1,10.770329614269007,4452430,2.5,0.13414634146341464,3
1483,1,2.6,1,13,0,19,0.6,146,7,19,361,1552,1587,9,4,19,0,0,0,1,9.848857801796104,7283536,18.2,0.13013698630136986,0
860,1,1.6,1,13,0,48,0.5,187,7,18,335,1463,1870,17,2,18,1,0,0,1,17.11724276862369,6371365,11.200000000000001,0.25668449197860965,1
1090,0,1.3,1,5,0,27,0.1,91,4,16,1638,1910,1352,5,1,11,0,1,0,1,5.0990195135927845,15642900,5.2,0.2967032967032967,0
686,1,0.5,0,11,0,3,0.3,91,6,15,1109,1392,570,7,6,19,0,1,0,0,9.219544457292887,16981008,3.0,0.03296703296703297,0
818,0,1.3,0,14,0,43,0.9,177,6,15,111,510,546,12,6,7,1,1,1,0,13.416407864998739,792540,7.800000000000001,0.24293785310734464,3
1456,0,1.6,1,5,0,49,0.2,193,3,20,1285,1427,3624,12,11,16,1,1,0,3,16.278820596099706,9168475,4.800000000000001,0.2538860103626943,1
774,0,0.5,1,2,1,10,0.5,188,2,9,1480,1731,2944,8,6,2,1,1,1,2,10.0,5123760,1.0,0.05319148936170213,4
1068,0,0.5,1,0,1,19,0.9,197,8,9,322,875,1209,19,12,12,1,1,0,0,22.47220505424423,0,4.0,0.09644670050761421,2
1373,1,1.9,1,1,1,29,0.9,141,6,12,1220,1348,2752,15,2,7,1,1,1,3,15.132745950421556,1644560,11.399999999999999,0.20567375886524822,4
1777,1,3.0,0,3,0,20,0.6,188,6,5,511,616,3868,5,1,7,0,1,1,3,5.0990195135927845,944328,18.0,0.10638297872340426,2
594,0,0.8,0,2,1,28,0.1,132,5,3,1011,1263,3087,16,4,4,1,1,1,2,16.492422502470642,2553786,4.0,0.21212121212121213,4
1524,0,2.6,1,5,0,57,0.5,124,2,12,629,635,947,11,4,16,0,1,1,0,11.704699910719626,1997075,5.2,0.4596774193548387,2
511,1,0.6,1,12,0,50,0.1,175,3,16,140,622,1484,9,7,8,1,0,0,0,11.40175425099138,1044960,1.7999999999999998,0.2857142857142857,1
1402,1,0.6,1,3,0,46,0.3,87,7,12,1081,1767,347,17,0,12,1,0,1,0,17.0,5730381,4.2,0.5287356321839081,3
965,1,0.5,0,15,0,53,1.0,131,8,19,297,653,3227,12,6,8,1,0,0,2,13.416407864998739,2909115,4.0,0.40458015267175573,1
1270,1,2.3,0,0,0,58,0.5,104,5,1,1512,1716,3299,13,4,16,0,0,1,3,13.601470508735444,0,11.5,0.5576923076923077,2
919,0,0.5,1,11,0,13,0.3,159,1,15,275,570,1028,8,4,17,1,0,0,0,8.94427190999916,1724250,0.5,0.08176100628930817,1
1963,1,1.0,0,16,1,34,0.1,157,2,17,1136,1813,714,18,2,2,1,0,1,1,18.110770276274835,32953088,2.0,0.21656050955414013,4
1977,0,1.3,1,2,0,31,0.4,173,8,6,1145,1356,2641,8,2,7,0,0,0,3,8.246211251235321,3105240,10.4,0.1791907514450867,0
1881,0,2.2,0,4,0,51,0.3,158,5,7,477,1553,1229,12,0,14,1,0,0,1,12.0,2963124,11.0,0.3227848101265823,1
683,0,0.7,0,5,0,19,0.9,173,4,17,954,1985,2622,16,3,5,0,0,1,2,16.278820596099706,9468450,2.8,0.10982658959537572,2
772,0,2.6,1,7,0,6,0.1,100,2,10,741,1471,929,13,6,18,0,1,1,0,14.317821063276353,7630077,5.2,0.06,2
536,1,1.4,0,0,1,53,0.7,135,3,0,547,705,1211,15,10,7,1,0,1,0,18.027756377319946,0,4.199999999999999,0.3925925925925926,4
1694,0,1.8,0,0,0,53,1.0,186,6,0,1194,1208,1653,7,5,6,1,0,0,2,8.602325267042627,0,10.8,0.2849462365591398,1
1633,0,1.7,1,3,1,33,0.9,111,2,19,146,906,511,9,0,7,1,1,0,0,9.0,396828,3.4,0.2972972972972973,2
1371,0,0.5,0,4,0,52,0.5,167,4,19,471,663,3034,13,6,8,0,0,0,2,14.317821063276353,1249092,2.0,0.31137724550898205,0
551,1,2.8,0,0,1,54,0.1,172,7,15,169,1916,1414,6,1,19,1,0,1,0,6.082762530298219,0,19.599999999999998,0.313953488372093,4
1221,0,0.5,0,1,1,28,0.5,139,1,7,1895,1976,2438,13,11,10,1,1,1,3,17.029386365926403,3744520,0.5,0.2014388489208633,4
1000,1,0.5,0,12,0,63,0.7,179,8,18,1537,1761,3744,11,1,7,0,0,1,3,11.045361017187261,32479884,4.0,0.35195530726256985,2
1986,0,2.7,1,3,1,64,0.2,162,4,20,236,1520,1377,5,3,15,1,1,1,1,5.830951894845301,1076160,10.8,0.3950617283950617,4
1119,0,0.5,1,0,1,23,0.4,164,4,1,821,915,3520,7,4,7,1,0,0,3,8.06225774829855,0,2.0,0.1402439024390244,2
1699,0,0.5,1,1,0,59,0.5,97,4,3,466,1768,3796,17,10,12,0,1,1,3,19.72308292331602,823888,2.0,0.6082474226804123,2
1099,0,0.5,0,13,1,61,0.3,146,3,20,393,1096,1699,17,10,3,1,1,1,1,19.72308292331602,5599464,1.5,0.4178082191780822,4
1576,0,2.6,0,7,0,58,0.2,90,3,16,400,631,336,14,8,13,1,1,1,0,16.1245154965971,1766800,7.800000000000001,0.6444444444444445,3
950,1,0.5,0,9,0,55,0.1,156,5,10,774,843,1095,14,12,13,0,1,0,0,18.439088914585774,5872338,2.5,0.3525641025641026,0
1081,1,2.5,1,13,0,49,1.0,99,3,17,284,519,325,9,1,6,0,0,1,0,9.055385138137417,1916148,7.5,0.494949494949495,2
606,0,2.5,0,1,1,53,0.2,146,4,2,465,1152,1223,19,12,7,1,0,0,0,22.47220505424423,535680,10.0,0.363013698630137,2
502,0,1.5,1,7,0,37,0.2,199,2,12,705,1810,1649,6,1,14,0,1,0,1,6.082762530298219,8932350,3.0,0.18592964824120603,0
957,1,0.7,0,0,1,4,0.1,160,2,0,38,1682,1898,12,4,3,1,1,0,1,12.649110640673518,0,1.4,0.025,2
1658,1,1.4,1,0,1,38,0.3,159,5,0,51,739,2609,12,11,19,1,0,0,2,16.278820596099706,0,7.0,0.2389937106918239,2
1681,1,2.5,1,6,0,18,0.3,167,1,7,850,1005,2265,5,3,20,1,1,1,2,5.830951894845301,5125500,2.5,0.10778443113772455,3
1983,1,0.5,1,3,0,43,1.0,87,6,10,349,676,2775,9,4,3,0,1,1,2,9.848857801796104,707772,3.0,0.4942528735632184,2
1753,0,1.2,0,8,1,12,0.9,113,7,17,387,1595,1445,17,16,12,1,1,1,1,23.345235059857504,4938120,8.4,0.10619469026548672,4
1632,1,1.4,0,0,0,41,0.1,132,4,1,706,1623,2614,5,4,15,1,0,0,2,6.4031242374328485,0,5.6,0.3106060606060606,1
1949,1,1.4,0,7,0,57,0.3,145,7,11,951,1178,356,5,3,19,0,0,0,0,5.830951894845301,7841946,9.799999999999999,0.3931034482758621,0
1696,0,1.7,0,1,0,13,0.9,97,3,2,179,772,523,5,0,4,0,1,1,0,5.0,138188,5.1,0.13402061855670103,2
688,0,2.5,1,0,0,57,0.8,131,7,3,426,1964,3745,17,1,4,0,1,0,3,17.029386365926403,0,17.5,0.4351145038167939,0
1104,0,1.7,0,1,1,60,0.4,199,2,13,653,1413,1229,6,0,3,1,1,1,0,6.0,922689,3.4,0.3015075376884422,4
1122,0,2.8,0,0,0,28,0.6,184,3,4,1578,1963,1402,14,10,3,0,1,0,1,17.204650534085253,0,8.399999999999999,0.15217391304347827,0
504,1,0.5,1,2,1,46,0.9,172,5,14,280,1795,2085,13,5,8,1,0,0,1,13.92838827718412,1005200,2.5,0.26744186046511625,2
1154,0,0.5,0,12,1,14,0.7,156,7,14,251,1801,587,8,3,4,1,1,1,0,8.54400374531753,5424612,3.5,0.08974358974358974,4
1727,0,2.1,0,2,1,63,0.6,85,7,8,1463,1992,2457,19,13,7,1,0,1,3,23.021728866442675,5828592,14.700000000000001,0.7411764705882353,4
1674,0,2.8,1,0,1,52,0.2,89,3,7,1432,1649,2030,7,0,6,1,0,0,2,7.0,0,8.399999999999999,0.5842696629213483,2
1948,0,2.8,1,5,1,18,0.2,135,2,14,477,571,816,16,2,3,1,0,0,0,16.1245154965971,1361835,5.6,0.13333333333333333,2
1218,1,2.8,1,3,0,39,0.8,150,7,14,1122,1746,1667,10,0,12,0,0,0,1,10.0,5877036,19.599999999999998,0.26,0
531,0,1.1,0,10,0,63,0.7,189,7,14,145,1903,2958,17,1,19,0,1,0,2,17.029386365926403,2759350,7.700000000000001,0.3333333333333333,0
1057,0,2.1,0,4,0,5,0.5,154,5,13,416,1055,3705,6,4,13,1,0,0,3,7.211102550927978,1755520,10.5,0.032467532467532464,1
576,0,1.2,0,1,0,30,0.8,162,8,5,847,893,2800,11,6,16,0,1,1,2,12.529964086141668,756371,9.6,0.18518518518518517,2
1960,1,2.1,0,1,0,7,0.2,165,7,9,868,877,3773,11,9,6,0,1,1,3,14.212670403551895,761236,14.700000000000001,0.04242424242424243,2
673,1,1.7,1,3,1,22,0.1,88,1,5,594,1088,2050,7,2,17,1,1,0,1,7.280109889280518,1938816,1.7,0.25,2
718,0,0.7,1,0,1,21,0.8,88,1,7,518,830,1754,17,11,9,1,0,1,1,20.248456731316587,0,0.7,0.23863636363636365,4
864,0,1.7,0,3,1,35,0.3,103,3,7,663,1805,1904,12,8,13,1,1,1,1,14.422205101855956,3590145,5.1,0.33980582524271846,4
547,0,1.9,1,1,0,37,0.4,154,5,4,371,541,2705,17,3,10,1,1,0,1,17.26267650163207,200711,9.5,0.24025974025974026,1
623,1,0.9,0,1,1,3,0.1,102,8,7,1749,1781,3537,16,13,3,1,0,1,3,20.615528128088304,3114969,7.2,0.029411764705882353,4
1793,0,0.7,1,11,0,27,0.4,154,5,13,586,722,1370,16,3,19,1,0,1,1,16.278820596099706,4654012,3.5,0.17532467532467533,3
1720,1,0.7,1,0,0,19,0.1,137,2,3,409,646,1222,13,2,7,0,0,0,1,13.152946437965905,0,1.4,0.1386861313868613,0
812,0,0.5,1,1,0,64,1.0,106,4,7,35,1309,3102,6,0,2,0,0,0,2,6.0,45815,2.0,0.6037735849056604,0
980,1,0.5,0,0,1,33,0.9,160,6,0,1008,1758,2268,7,5,4,1,1,0,2,8.602325267042627,0,3.0,0.20625,2
643,0,1.0,0,9,1,18,0.2,187,8,12,442,1079,2648,7,5,18,1,1,1,1,8.602325267042627,4292262,8.0,0.0962566844919786,4
1925,0,3.0,1,0,1,16,0.8,175,8,11,983,1087,2173,7,3,19,1,1,0,2,7.615773105863909,0,24.0,0.09142857142857143,2
1408,1,2.5,0,3,0,32,0.1,151,4,6,875,982,3162,19,18,3,1,0,0,3,26.1725046566048,2577750,10.0,0.2119205298013245,1
1522,1,0.7,1,4,0,28,0.2,124,1,5,952,1191,1368,14,5,17,1,0,1,1,14.866068747318506,4535328,0.7,0.22580645161290322,3
587,1,2.5,0,16,1,51,0.6,111,1,17,244,1361,2746,10,4,7,1,0,1,2,10.770329614269007,5313344,2.5,0.4594594594594595,4
1959,0,0.5,1,5,0,18,0.7,191,6,20,65,1055,619,7,4,8,1,1,1,0,8.06225774829855,342875,3.0,0.09424083769633508,3
1872,0,0.5,1,3,0,17,0.7,89,6,6,1749,1767,724,17,3,9,1,0,1,1,17.26267650163207,9271449,3.0,0.19101123595505617,3
1043,1,0.5,0,7,0,42,0.1,111,3,8,716,1626,912,16,9,6,0,1,0,0,18.35755975068582,8149512,1.5,0.3783783783783784,0
1809,0,0.5,0,6,0,23,0.7,123,6,19,433,1661,2784,12,6,20,1,1,1,3,13.416407864998739,4315278,3.0,0.18699186991869918,3
1703,1,0.5,0,5,1,23,0.2,92,6,7,134,521,793,7,3,17,1,1,0,0,7.615773105863909,349070,3.0,0.25,2
1095,1,0.5,0,4,0,45,0.5,197,1,5,179,1247,560,9,1,10,1,1,0,0,9.055385138137417,892852,0.5,0.22842639593908629,1
1414,0,2.6,0,1,0,27,0.6,137,4,20,804,1564,312,5,2,8,0,0,1,0,5.385164807134504,1257456,10.4,0.19708029197080293,2
1659,1,2.5,0,2,0,41,0.1,88,7,18,787,1515,545,12,0,9,0,1,1,0,12.0,2384610,17.5,0.4659090909090909,2
1540,0,0.7,1,1,0,60,0.8,197,7,12,704,822,1591,19,0,2,1,0,1,1,19.0,578688,4.8999999999999995,0.30456852791878175,3
1342,0,1.0,0,0,1,31,0.6,86,7,1,991,1638,2746,15,5,10,1,1,0,3,15.811388300841896,0,7.0,0.36046511627906974,2
1189,1,2.3,0,13,0,8,0.5,198,3,14,379,932,893,9,6,13,1,1,0,0,10.816653826391969,4591964,6.8999999999999995,0.04040404040404041,1
518,1,2.4,0,0,1,62,0.6,128,6,0,489,710,2514,16,12,7,1,1,1,1,20.0,0,14.399999999999999,0.484375,4
1449,0,0.8,1,3,1,10,0.2,144,1,12,1518,1883,1032,10,0,8,1,1,1,1,10.0,8575182,0.8,0.06944444444444445,4
516,0,1.1,1,0,1,39,0.4,91,5,7,855,1401,819,8,0,10,1,1,1,0,8.0,0,5.5,0.42857142857142855,4
1569,0,0.8,1,8,0,59,0.9,111,3,16,1261,1383,3672,15,2,15,1,0,1,3,15.132745950421556,13951704,2.4000000000000004,0.5315315315315315,3
1312,1,0.8,1,0,0,24,0.9,156,6,0,115,1791,3833,14,13,17,0,1,0,3,19.1049731745428,0,4.800000000000001,0.15384615384615385,0
1893,1,0.5,1,1,0,23,0.1,179,8,3,1203,1432,1482,15,7,17,0,1,0,2,16.55294535724685,1722696,4.0,0.12849162011173185,0
1076,0,2.5,0,3,0,14,0.2,105,5,4,545,1300,2043,7,5,14,0,0,0,1,8.602325267042627,2125500,12.5,0.13333333333333333,0
530,1,2.6,0,1,0,40,0.9,118,6,2,818,1090,1229,16,11,2,0,1,0,0,19.4164878389476,891620,15.600000000000001,0.3389830508474576,0
1044,1,2.8,1,7,0,33,0.6,129,4,13,42,1262,1816,17,16,15,1,0,1,1,23.345235059857504,371028,11.2,0.2558139534883721,3
1330,0,1.1,0,11,0,37,0.7,126,7,20,1103,1637,2166,10,1,4,1,0,0,2,10.04987562112089,19861721,7.700000000000001,0.29365079365079366,1
1836,0,1.1,1,0,0,14,0.7,104,5,1,168,1068,2469,18,6,7,1,1,1,2,18.973665961010276,0,5.5,0.1346153846153846,3
1741,1,0.5,0,1,1,55,0.1,140,5,3,719,755,2575,13,10,7,1,1,1,2,16.401219466856727,542845,2.5,0.39285714285714285,4
1869,0,2.6,0,0,1,30,0.4,152,1,13,163,874,1375,15,3,19,1,0,0,1,15.297058540778355,0,2.6,0.19736842105263158,2
1331,0,0.5,0,8,0,55,0.9,146,3,15,1162,1531,1732,6,2,11,1,0,1,1,6.324555320336759,14232176,1.5,0.3767123287671233,3
1655,1,0.5,1,6,1,4,0.1,105,3,12,626,1348,673,10,3,12,1,0,0,0,10.44030650891055,5063088,1.5,0.0380952380952381,2
605,0,1.5,0,9,1,18,0.9,162,2,14,329,656,2301,15,9,8,1,0,0,1,17.4928556845359,1942416,3.0,0.1111111111111111,2
1245,1,0.6,0,2,0,30,0.7,105,5,3,330,1434,2676,17,8,7,1,0,0,2,18.788294228055936,946440,3.0,0.2857142857142857,1
1709,1,0.8,0,8,1,58,0.8,136,2,10,956,1292,1781,18,3,17,1,0,0,2,18.24828759089466,9881216,1.6,0.4264705882352941,2
846,1,2.6,0,0,1,58,0.1,123,4,15,1140,1983,2248,16,8,13,1,0,0,2,17.88854381999832,0,10.4,0.4715447154471545,2
1403,1,2.5,1,3,0,62,0.9,90,4,13,217,1623,921,14,13,18,1,0,0,0,19.1049731745428,1056573,10.0,0.6888888888888889,1
688,1,1.5,0,0,0,2,1.0,89,3,2,271,869,391,5,2,8,1,1,1,0,5.385164807134504,0,4.5,0.02247191011235955,3
775,1,2.5,1,1,1,10,0.1,185,7,14,444,1555,1719,19,3,18,1,1,1,1,19.235384061671343,690420,17.5,0.05405405405405406,4
1154,0,2.0,0,6,1,35,0.8,159,5,16,1003,1827,3262,16,15,16,1,0,0,3,21.93171219946131,10994886,10.0,0.22012578616352202,2
1375,0,0.5,1,2,1,35,0.1,194,2,3,227,772,1947,15,13,15,1,1,1,1,19.849433241279208,350488,1.0,0.18041237113402062,4
1827,1,0.8,0,4,0,61,0.9,130,7,9,253,1764,2693,8,3,7,0,1,1,3,8.54400374531753,1785168,5.6000000000000005,0.46923076923076923,2
1697,0,0.5,0,0,1,60,0.1,90,4,0,88,1046,441,15,1,11,1,1,0,0,15.033296378372908,0,2.0,0.6666666666666666,2
741,0,1.5,0,1,0,14,0.3,178,5,13,334,594,1886,19,11,9,1,1,1,0,21.95449840010015,198396,7.5,0.07865168539325842,3
1672,1,0.5,1,13,1,32,0.7,174,1,20,1281,1896,1267,17,4,20,1,1,0,1,17.46424919657298,31574088,0.5,0.1839080459770115,2
514,1,0.7,0,4,0,57,0.1,186,3,7,168,1320,687,6,0,20,1,1,1,0,6.0,887040,2.0999999999999996,0.3064516129032258,3
1375,1,1.3,1,2,0,12,0.1,105,1,13,898,1687,2890,17,1,12,0,0,0,3,17.029386365926403,3029852,1.3,0.11428571428571428,0
989,1,1.8,1,4,1,55,0.7,124,1,12,46,1069,1737,8,5,10,1,0,1,1,9.433981132056603,196696,1.8,0.4435483870967742,4
1510,1,2.5,1,11,0,47,0.7,138,2,13,118,1170,887,18,6,5,0,0,0,0,18.973665961010276,1518660,5.0,0.34057971014492755,0
1266,0,2.6,0,1,0,18,0.4,86,7,2,1187,1595,398,16,8,3,1,1,1,0,17.88854381999832,1893265,18.2,0.20930232558139536,3
1396,0,2.4,1,0,0,46,0.1,138,7,1,1191,1347,2389,7,3,15,0,0,1,2,7.615773105863909,0,16.8,0.3333333333333333,2
808,0,2.3,0,3,0,45,0.8,161,1,9,526,1324,3431,15,6,13,0,1,1,3,16.15549442140351,2089272,2.3,0.2795031055900621,2
1542,0,2.3,0,1,0,43,0.8,182,2,11,346,966,3601,14,4,16,0,0,0,3,14.560219778561036,334236,4.6,0.23626373626373626,0
745,1,0.6,1,5,0,35,0.8,102,8,10,89,1538,2459,14,1,16,1,1,0,1,14.035668847618199,684410,4.8,0.3431372549019608,1
1735,1,1.9,1,0,1,59,0.7,148,6,0,137,846,3230,6,1,9,1,1,0,3,6.082762530298219,0,11.399999999999999,0.39864864864864863,2
586,0,0.5,1,1,0,57,0.3,188,2,5,1226,1389,3646,15,4,11,1,1,1,3,15.524174696260024,1702914,1.0,0.30319148936170215,3
1341,1,2.1,1,0,0,36,0.4,107,8,1,473,574,2200,18,14,15,0,1,0,1,22.80350850198276,0,16.8,0.3364485981308411,0
781,1,1.3,1,1,0,64,0.2,88,2,7,368,607,3862,17,10,9,0,0,0,3,19.72308292331602,223376,2.6,0.7272727272727273,0
501,1,0.5,1,14,0,22,0.5,174,6,20,239,1636,3077,17,3,17,0,0,0,2,17.26267650163207,5474056,3.0,0.12643678160919541,0
1224,1,1.8,1,2,1,44,0.2,139,2,9,622,709,621,11,4,14,1,1,1,0,11.704699910719626,881996,3.6,0.31654676258992803,4
1970,0,1.6,1,11,1,58,0.3,80,8,19,654,882,2372,14,12,2,1,1,0,2,18.439088914585774,6345108,12.8,0.725,2
618,1,2.2,1,0,1,63,0.9,138,2,1,853,1781,2574,14,3,5,1,1,0,2,14.317821063276353,0,4.4,0.45652173913043476,2
1537,0,2.9,0,11,1,46,0.8,158,4,17,686,1305,2857,17,14,2,1,1,1,3,22.02271554554524,9847530,11.6,0.2911392405063291,4
1018,0,2.2,0,8,0,16,0.6,153,8,10,992,1433,3143,17,12,20,0,1,0,3,20.808652046684813,11372288,17.6,0.10457516339869281,0
1545,0,1.3,1,15,1,35,0.1,173,5,20,115,1352,3197,14,9,6,1,0,1,3,16.64331697709324,2332200,6.5,0.2023121387283237,4
1871,0,2.1,0,4,1,41,0.4,144,8,5,275,1966,2727,15,8,11,1,0,0,3,17.0,2162600,16.8,0.2847222222222222,2
1729,1,2.1,1,1,0,12,0.9,186,1,6,461,1178,1519,9,4,5,1,0,1,1,9.848857801796104,543058,2.1,0.06451612903225806,3
680,1,2.1,1,9,1,9,0.1,131,3,11,1428,1500,2438,14,2,17,1,0,0,2,14.142135623730951,19278000,6.300000000000001,0.06870229007633588,2
1106,1,1.9,0,4,0,54,0.7,107,3,9,614,1212,2674,9,3,9,1,0,1,2,9.486832980505138,2976672,5.699999999999999,0.5046728971962616,3
635,1,0.6,1,1,1,50,0.3,97,5,13,193,989,2107,13,12,12,1,0,0,1,17.69180601295413,190877,3.0,0.5154639175257731,2
618,0,0.6,0,8,0,16,0.2,143,1,14,1105,1602,2262,16,15,4,0,1,0,2,21.93171219946131,14161680,0.6,0.11188811188811189,0
1671,0,0.5,1,13,0,5,0.9,179,8,18,398,1263,815,16,6,10,1,1,1,0,17.08800749063506,6534762,4.0,0.027932960893854747,3
1562,1,1.2,1,0,1,52,0.1,105,7,9,480,728,2829,13,10,3,1,1,1,2,16.401219466856727,0,8.4,0.49523809523809526,4
1975,1,1.9,1,2,0,31,0.9,151,1,17,775,1607,3022,13,5,19,0,0,1,3,13.92838827718412,2490850,1.9,0.2052980132450331,2
831,1,0.7,0,2,1,62,0.7,134,8,9,1482,1490,2573,16,12,18,1,0,1,2,20.0,4416360,5.6,0.4626865671641791,4
1524,1,1.8,1,0,0,10,0.6,174,4,1,154,550,2678,16,5,13,1,0,1,2,16.76305461424021,0,7.2,0.05747126436781609,3
1528,1,1.8,1,3,1,55,0.8,129,5,6,454,1762,1282,11,9,11,1,1,1,1,14.212670403551895,2399844,9.0,0.4263565891472868,4
1447,1,2.5,1,2,0,9,0.2,155,8,16,737,1455,568,12,11,8,0,0,0,0,16.278820596099706,2144670,20.0,0.05806451612903226,0
1344,0,1.5,0,1,0,14,0.5,190,1,3,419,556,2074,8,1,5,1,1,0,1,8.06225774829855,232964,1.5,0.07368421052631578,1
564,0,3.0,1,1,0,8,0.7,130,2,3,853,1737,2227,9,2,14,1,0,1,1,9.219544457292887,1481661,6.0,0.06153846153846154,3
921,0,0.6,1,1,0,60,0.1,83,2,3,1211,1229,1080,10,0,6,0,0,1,0,10.0,1488319,1.2,0.7228915662650602,2
1413,1,1.7,0,2,0,10,0.2,200,6,6,314,1606,2867,5,4,15,0,1,0,2,6.4031242374328485,1008568,10.2,0.05,0
831,0,2.4,0,10,0,55,0.5,86,6,12,172,1239,1075,12,11,3,1,1,0,0,16.278820596099706,2131080,14.399999999999999,0.6395348837209303,1
802,0,0.5,1,3,0,43,0.6,153,5,6,527,734,3063,17,13,4,0,1,0,2,21.400934559032695,1160454,2.5,0.28104575163398693,0
1923,0,1.3,0,3,0,24,1.0,86,4,4,874,1264,2479,9,2,15,1,1,0,2,9.219544457292887,3314208,5.2,0.27906976744186046,1
1193,1,3.0,0,10,0,56,0.4,196,3,17,674,864,2394,19,11,14,1,1,0,2,21.95449840010015,5823360,9.0,0.2857142857142857,1
904,1,1.2,1,10,1,31,0.8,112,3,11,657,1014,2814,13,3,19,1,0,0,2,13.341664064126334,6661980,3.5999999999999996,0.2767857142857143,2
1285,0,2.4,0,1,1,51,1.0,140,7,2,475,500,2094,8,0,10,1,0,0,1,8.0,237500,16.8,0.36428571428571427,2
1635,0,2.6,1,0,1,2,0.6,182,4,0,1209,1411,2315,10,1,2,1,1,0,2,10.04987562112089,0,10.4,0.01098901098901099,2
1923,0,1.0,1,5,1,14,0.9,154,4,6,15,525,2519,13,0,16,1,0,1,2,13.0,39375,4.0,0.09090909090909091,4
1851,1,1.9,1,3,1,12,0.9,198,6,11,293,1967,735,7,6,14,1,0,1,0,9.219544457292887,1728993,11.399999999999999,0.06060606060606061,4
727,1,1.5,0,0,1,32,1.0,131,7,1,813,1377,1891,19,13,7,1,0,1,1,23.021728866442675,0,10.5,0.24427480916030533,4
1396,0,1.5,1,0,1,44,0.1,118,6,1,173,1843,1386,7,1,8,1,1,1,1,7.0710678118654755,0,9.0,0.3728813559322034,4
877,0,1.3,1,9,1,46,0.8,135,1,14,457,652,3260,14,12,6,1,0,0,2,18.439088914585774,2681676,1.3,0.34074074074074073,2
696,1,2.4,0,11,1,35,0.2,103,3,13,533,797,2022,14,11,4,1,0,1,1,17.804493814764857,4672811,7.199999999999999,0.33980582524271846,4
1009,1,1.0,1,2,0,2,0.6,102,8,14,912,1043,1716,7,5,15,0,0,0,1,8.602325267042627,1902432,8.0,0.0196078431372549,0
1526,0,1.1,1,2,1,38,0.3,116,5,6,798,1418,3317,7,1,8,1,1,1,3,7.0710678118654755,2263128,5.5,0.3275862068965517,4
